station,target,changes,stops,route_score,route_score_scaled
Grünbach(Vogtl),Zwickau(Sachs)Hbf,0,8,0.1111111111111111,0.08333333333333333
Ponitz,Zwickau(Sachs)Hbf,0,6,0.14285714285714285,0.11607142857142858
Stendal Hbf,Leipzig Hbf,0,3,0.25,0.2265625
Neudorf(Erzgeb),Chemnitz Hbf,1,21,0.037037037037037035,0.006944444444444441
Bochum Hbf,Leipzig/Halle Flughafen,0,11,0.08333333333333333,0.0546875
Greppin,Leipzig Messe,0,2,0.3333333333333333,0.3125
Lippendorf Kraftwerk/Wendestelle,Leipzig-Connewitz,0,6,0.14285714285714285,0.11607142857142858
Berlin-Spandau,Leipzig Hbf,0,2,0.3333333333333333,0.3125
Neustrelitz Hbf,Dresden-Neustadt,0,4,0.2,0.17500000000000002
Freital-Potschappel,Dresden-Plauen,0,0,1.0,1.0
Limbach(Vogtl),Plauen(Vogtl) ob Bf,0,4,0.2,0.17500000000000002
Ansbach,Leipzig Hbf,0,5,0.16666666666666666,0.140625
St Egidien,Chemnitz-Siegmar,0,3,0.25,0.2265625
Görlitz-Rauschwalde,Görlitz-Rauschwalde,0,0,1.0,1.0
Tomaszow Boleslawiecki,Görlitz,0,9,0.1,0.07187500000000001
Klingenberg-Colmnitz,Dresden-Plauen,0,6,0.14285714285714285,0.11607142857142858
Gütersloh Hbf,Leipzig/Halle Flughafen,0,8,0.1111111111111111,0.08333333333333333
Leipzig Hbf,Leipzig Hbf,0,0,1.0,1.0
Pönitz(Leipzig),Leipzig-Heiterblick,0,1,0.5,0.484375
"Bärenstein(b Glashütte, Sachs)",Dresden-Zschachwitz,1,10,0.0625,0.033203125
Ottendorf(Mittweida),Chemnitz Kinderwaldstätte,0,1,0.5,0.484375
Taubenheim(Spree),Dresden-Klotzsche,0,6,0.14285714285714285,0.11607142857142858
Niederdorf(Erzgeb),Chemnitz Friedrichstraße,0,5,0.16666666666666666,0.140625
Zschopau,Chemnitz Hbf,0,8,0.1111111111111111,0.08333333333333333
Dresden-Niedersedlitz,Dresden-Niedersedlitz,0,0,1.0,1.0
Chemnitz Gustav-Freytag-Straße,Chemnitz Gustav-Freytag-Straße,0,0,1.0,1.0
Neukieritzsch,Leipzig-Connewitz,0,3,0.25,0.2265625
Warnemünde,Dresden-Neustadt,0,7,0.125,0.09765625
Rentzschmühle,Plauen(Vogtl) Mitte,0,1,0.5,0.484375
Weißes Roß,Dresden-Trachau,1,1,0.14285714285714285,0.11607142857142858
Syrau,Plauen(Vogtl) ob Bf,0,0,1.0,1.0
Zeithain,Chemnitz Hbf,0,12,0.07692307692307693,0.04807692307692309
Belgershain,Leipzig-Liebertwolkwitz,0,0,1.0,1.0
Zschortau,Leipzig Messe,0,1,0.5,0.484375
Neukirchen-Wyhra,Leipzig-Connewitz,0,11,0.08333333333333333,0.0546875
Leipzig-Engelsdorf,Leipzig-Engelsdorf,0,0,1.0,1.0
Zgorzelec Miasto,Görlitz,0,1,0.5,0.484375
Kurort Altenberg(Erzgebirge),Dresden-Zschachwitz,1,14,0.05,0.020312500000000004
Fährbrücke,Zwickau-Schedewitz,0,4,0.2,0.17500000000000002
Schwarzenberg(Erzg),Zwickau-Schedewitz,0,10,0.09090909090909091,0.0625
Moritzburg,Dresden-Trachau,1,5,0.09090909090909091,0.0625
Leipzig Werkstättenstraße,Leipzig Werkstättenstraße,0,0,1.0,1.0
Senftenberg,Dresden-Neustadt,0,7,0.125,0.09765625
Niederau,Dresden Hbf,0,2,0.3333333333333333,0.3125
Meißen,Dresden-Neustadt,0,2,0.3333333333333333,0.3125
Kamenz(Sachs),Dresden-Klotzsche,0,7,0.125,0.09765625
Demitz-Thumitz,Bautzen,0,1,0.5,0.484375
Olbernhau West,Chemnitz Hbf,0,13,0.07142857142857142,0.04241071428571429
Schärding,Leipzig Hbf,0,9,0.1,0.07187500000000001
Lichtenstein Ernst-Schneller-Siedlung,Zwickau(Sachs)Hbf,1,3,0.1111111111111111,0.08333333333333333
Zeutsch,Leipzig Hbf,0,7,0.125,0.09765625
Chemnitz Küchwald,Chemnitz Küchwald,0,0,1.0,1.0
Rechenberg,Chemnitz Hbf,1,10,0.0625,0.033203125
Steinpleis,Zwickau(Sachs)Hbf,0,1,0.5,0.484375
Zschopau Ost,Chemnitz Hbf,0,7,0.125,0.09765625
Unterloquitz,Leipzig Hbf,0,10,0.09090909090909091,0.0625
Lauta(Nl),Hoyerswerda,0,1,0.5,0.484375
Lohmen,Dresden-Zschachwitz,1,6,0.08333333333333333,0.0546875
Zwickau Stadthalle,Zwickau Stadthalle,0,0,1.0,1.0
Grobau,Plauen(Vogtl) ob Bf,0,4,0.2,0.17500000000000002
Schwarzkollm,Hoyerswerda,0,0,1.0,1.0
Hundsgrün,Plauen(Vogtl)West,0,3,0.25,0.2265625
Reifland-Wünschendorf,Chemnitz Hbf,0,8,0.1111111111111111,0.08333333333333333
Schleife,Görlitz,1,6,0.08333333333333333,0.0546875
Greiz,Plauen(Vogtl) Mitte,0,5,0.16666666666666666,0.140625
Johanngeorgenstadt,Zwickau-Schedewitz,0,16,0.058823529411764705,0.029411764705882353
Petergrube,Leipzig-Connewitz,0,10,0.09090909090909091,0.0625
Bad Dürrenberg,Leipzig Hbf,0,1,0.5,0.484375
Brno hl.n.,Dresden Hbf,0,4,0.2,0.17500000000000002
Weida Altstadt,Leipzig-Knauthain,0,12,0.07692307692307693,0.04807692307692309
Freiberg(Sachs),Chemnitz Hbf,0,1,0.5,0.484375
Zwickau-Schedewitz,Zwickau-Schedewitz,0,0,1.0,1.0
Markranstädt,Leipzig-Miltitz,0,0,1.0,1.0
Deutzen,Leipzig-Connewitz,0,5,0.16666666666666666,0.140625
Klitten,Hoyerswerda-Neustadt,0,2,0.3333333333333333,0.3125
Minden(Westf),Leipzig/Halle Flughafen,0,5,0.16666666666666666,0.140625
Kraslice,Zwickau(Sachs)Hbf,1,15,0.047619047619047616,0.017857142857142856
Kyhna,Leipzig Messe,1,1,0.14285714285714285,0.11607142857142858
Niederbobritzsch,Dresden-Plauen,0,7,0.125,0.09765625
Witkow Sl.,Görlitz,0,22,0.043478260869565216,0.013586956521739128
Bad Hersfeld,Leipzig Hbf,0,2,0.3333333333333333,0.3125
Frankfurt(Main)Hbf,Leipzig Hbf,0,2,0.3333333333333333,0.3125
Klaffenbach Hp,Chemnitz Friedrichstraße,0,0,1.0,1.0
Frantiskovy Lazne,Plauen(Vogtl)West,0,12,0.07692307692307693,0.04807692307692309
Hähnichen,Görlitz,0,3,0.25,0.2265625
Berlin Südkreuz,Dresden-Neustadt,0,0,1.0,1.0
Braunsdorf-Lichtenwalde,Chemnitz-Hilbersdorf,0,1,0.5,0.484375
Bad Lausick,Leipzig Hbf,0,0,1.0,1.0
Reußen,Leipzig/Halle Flughafen,1,2,0.125,0.09765625
Leipzig-Plagwitz,Leipzig-Plagwitz,0,0,1.0,1.0
Narsdorf,Chemnitz Hbf,0,1,0.5,0.484375
Arnsdorf(Dresden),Dresden-Klotzsche,0,1,0.5,0.484375
Lasow,Görlitz,0,3,0.25,0.2265625
Gräfenhainichen,Leipzig Messe,0,7,0.125,0.09765625
Crimmitschau,Zwickau(Sachs)Hbf,0,1,0.5,0.484375
Bärenhecke-Johnsbach,Dresden-Zschachwitz,1,9,0.06666666666666667,0.037500000000000006
Niedergörsdorf,Leipzig Messe,0,16,0.058823529411764705,0.029411764705882353
Bruck/Mur,Dresden Hbf,0,12,0.07692307692307693,0.04807692307692309
Hopfgarten(Sachs),Leipzig-Liebertwolkwitz,0,6,0.14285714285714285,0.11607142857142858
Oberholz,Leipzig-Liebertwolkwitz,0,1,0.5,0.484375
Loitsch-Hohenleuben,Leipzig-Knauthain,0,13,0.07142857142857142,0.04241071428571429
Chemnitz Annenstraße,Chemnitz Annenstraße,0,0,1.0,1.0
Silberstraße,Zwickau-Schedewitz,0,2,0.3333333333333333,0.3125
Hagenwerder,Görlitz-Weinhübel Joh.-R.-Becher-Straße,0,0,1.0,1.0
Plauen(Vogtl)-Straßberg,Plauen(Vogtl)-Straßberg,0,0,1.0,1.0
Glaubitz(Riesa),Dresden-Neustadt,0,5,0.16666666666666666,0.140625
Plauen(Vogtl) ob Bf,Plauen(Vogtl) ob Bf,0,0,1.0,1.0
Eilenburg Ost,Leipzig Hbf,0,2,0.3333333333333333,0.3125
Grüna(Sachs)Hp,Chemnitz-Siegmar,0,0,1.0,1.0
Niedertrebra,Leipzig-Miltitz,0,11,0.08333333333333333,0.0546875
Günzburg,Leipzig Hbf,0,6,0.14285714285714285,0.11607142857142858
Crailsheim,Leipzig Hbf,0,6,0.14285714285714285,0.11607142857142858
Uhlstädt,Leipzig Hbf,0,7,0.125,0.09765625
Wandersleben,Leipzig-Miltitz,0,15,0.0625,0.033203125
Königstein(Sächs Schw),Dresden-Zschachwitz,0,7,0.125,0.09765625
Wels Hbf,Leipzig Hbf,0,9,0.1,0.07187500000000001
Auerbach(Vogtl) Hp,Plauen(Vogtl) ob Bf,0,6,0.14285714285714285,0.11607142857142858
Torgau,Leipzig Hbf,0,2,0.3333333333333333,0.3125
Wojanow,Görlitz,0,16,0.058823529411764705,0.029411764705882353
Werdau,Zwickau(Sachs)Hbf,0,0,1.0,1.0
Steinbach am Wald,Leipzig Hbf,0,13,0.07142857142857142,0.04241071428571429
Dresden-Zschachwitz,Dresden-Zschachwitz,0,0,1.0,1.0
Chemnitz Friedrichstraße,Chemnitz Friedrichstraße,0,0,1.0,1.0
Pasewalk,Leipzig Hbf,0,7,0.125,0.09765625
Decin-Certova voda,Dresden Hbf,1,4,0.1,0.07187500000000001
Neunhofen,Leipzig-Knauthain,0,13,0.07142857142857142,0.04241071428571429
Wüstenbrand,Chemnitz-Siegmar,0,1,0.5,0.484375
Großlehna,Leipzig-Miltitz,0,1,0.5,0.484375
Hammerunterwiesenthal,Chemnitz Hbf,1,25,0.03225806451612903,0.0020161290322580627
Altenburg,Leipzig-Connewitz,0,3,0.25,0.2265625
Ruppertsgrün,Plauen(Vogtl) ob Bf,0,2,0.3333333333333333,0.3125
Mehltheuer,Plauen(Vogtl) ob Bf,0,0,1.0,1.0
Hosena,Hoyerswerda,0,2,0.3333333333333333,0.3125
Pressig-Rothenkirchen,Leipzig Hbf,0,14,0.06666666666666667,0.037500000000000006
Mürzzuschlag,Dresden Hbf,0,10,0.09090909090909091,0.0625
Görlitz-Weinhübel Joh.-R.-Becher-Straße,Görlitz-Weinhübel Joh.-R.-Becher-Straße,0,0,1.0,1.0
Gutenfürst,Plauen(Vogtl) ob Bf,0,5,0.16666666666666666,0.140625
Praha-Holesovice,Dresden Hbf,0,3,0.25,0.2265625
Semmering,Dresden Hbf,0,9,0.1,0.07187500000000001
Varnsdorf Pivovar Kocour,Görlitz-Weinhübel Joh.-R.-Becher-Straße,1,6,0.08333333333333333,0.0546875
Langebrück(Sachs),Dresden-Klotzsche,0,0,1.0,1.0
Frankenberg(Sachs),Chemnitz-Hilbersdorf,0,3,0.25,0.2265625
Berlin Gesundbrunnen,Dresden-Neustadt,0,2,0.3333333333333333,0.3125
Leisnig,Leipzig-Engelsdorf,0,7,0.125,0.09765625
Unterwiesenthal,Chemnitz Hbf,1,26,0.03125,0.0009765625
Chemnitz-Siegmar,Chemnitz-Siegmar,0,0,1.0,1.0
Piensk,Görlitz,0,4,0.2,0.17500000000000002
Sluknov zast.,Dresden Hbf,1,13,0.05263157894736842,0.02302631578947368
Klosterbuch,Leipzig-Engelsdorf,0,8,0.1111111111111111,0.08333333333333333
Reichenbach(Oberlausitz),Görlitz-Rauschwalde,0,1,0.5,0.484375
Leipzig Coppiplatz,Leipzig Coppiplatz,0,0,1.0,1.0
Schorndorf,Leipzig Hbf,0,10,0.09090909090909091,0.0625
Hagen Hbf,Leipzig/Halle Flughafen,0,11,0.08333333333333333,0.0546875
Hallstadt(b Bamberg),Leipzig Hbf,0,27,0.03571428571428571,0.005580357142857144
Leipzig Nord,Leipzig Nord,0,0,1.0,1.0
Schwerin Hbf,Dresden-Neustadt,0,8,0.1111111111111111,0.08333333333333333
Delitzsch unt Bf,Leipzig Messe,0,0,1.0,1.0
Pegau,Leipzig-Knauthain,0,1,0.5,0.484375
Dresden-Klotzsche,Dresden-Klotzsche,0,0,1.0,1.0
Burkhardswalde-Maxen,Dresden-Zschachwitz,1,4,0.1,0.07187500000000001
Rothenstein(Saale),Leipzig Hbf,0,5,0.16666666666666666,0.140625
Magdeburg Hbf,Leipzig/Halle Flughafen,0,2,0.3333333333333333,0.3125
Oldenburg(Oldb),Leipzig/Halle Flughafen,0,10,0.09090909090909091,0.0625
Lampertswalde,Dresden-Neustadt,0,4,0.2,0.17500000000000002
Herlasgrün,Plauen(Vogtl) ob Bf (Busbahnhof),0,1,0.5,0.484375
Chemnitz Alt Chemnitz Center,Chemnitz Alt Chemnitz Center,0,0,1.0,1.0
Leipzig Grünauer Allee,Leipzig Grünauer Allee,0,0,1.0,1.0
Leipzig Messe,Leipzig Messe,0,0,1.0,1.0
Boguszow Gorce Zach.,Görlitz,0,23,0.041666666666666664,0.01171875
Nennigmühle,Chemnitz Hbf,0,11,0.08333333333333333,0.0546875
Rechenberg Schule,Chemnitz Hbf,1,9,0.06666666666666667,0.037500000000000006
Cainsdorf,Zwickau-Schedewitz,0,0,1.0,1.0
Weixdorf,Dresden-Klotzsche,0,1,0.5,0.484375
Dresden-Kemnitz Flensburger Straße,Dresden-Kemnitz Flensburger Straße,0,0,1.0,1.0
Frankfurt(M) Flughafen Fernbf,Leipzig Hbf,0,3,0.25,0.2265625
Halle-Trotha,Leipzig-Lützschena,0,11,0.08333333333333333,0.0546875
Muldenberg Floßplatz,Zwickau(Sachs)Hbf,0,9,0.1,0.07187500000000001
Chemnitz TU Campus,Chemnitz TU Campus,0,0,1.0,1.0
Oschatz,Leipzig-Engelsdorf,0,4,0.2,0.17500000000000002
Bratislava hl.st.,Dresden Hbf,0,7,0.125,0.09765625
Zeulenroda unt Bf,Leipzig-Knauthain,0,14,0.06666666666666667,0.037500000000000006
Hartenstein,Zwickau-Schedewitz,0,5,0.16666666666666666,0.140625
Jocketa,Plauen(Vogtl) ob Bf,0,1,0.5,0.484375
Hohndorf Mitte,Zwickau(Sachs)Hbf,1,7,0.07692307692307693,0.04807692307692309
Janowice Wielkie,Görlitz,0,18,0.05263157894736842,0.02302631578947368
Breitenbrunn(Erzg),Zwickau-Schedewitz,0,14,0.06666666666666667,0.037500000000000006
Bad Schandau,Dresden Hbf,0,0,1.0,1.0
Schmiedeberg (Dresden),Dresden-Plauen,1,12,0.05555555555555555,0.026041666666666664
Frauenhain,Dresden Hbf,0,6,0.14285714285714285,0.11607142857142858
Auerbach(V) ob Bf,Plauen(Vogtl) ob Bf,0,5,0.16666666666666666,0.140625
Jena-Göschwitz,Leipzig Hbf,0,2,0.3333333333333333,0.3125
Bitterfeld,Leipzig Hbf,0,0,1.0,1.0
Vilemov u Sluknova,Dresden Hbf,1,8,0.07142857142857142,0.04241071428571429
Schönau(Hörsel),Leipzig-Miltitz,0,21,0.045454545454545456,0.015625
Bad Schlema,Zwickau-Schedewitz,0,6,0.14285714285714285,0.11607142857142858
Ciechanowice,Görlitz,0,19,0.05,0.020312500000000004
Chemnitz Lothringer/Elsasser Str.,Chemnitz Lothringer/Elsasser Str.,0,0,1.0,1.0
Fürth(Bay)Hbf,Leipzig Hbf,0,3,0.25,0.2265625
Chemnitz Scheffelstraße,Chemnitz Scheffelstraße,0,0,1.0,1.0
Chemnitz Kinderwaldstätte,Chemnitz Kinderwaldstätte,0,0,1.0,1.0
Schkeuditz West,Leipzig-Lützschena,0,1,0.5,0.484375
Oelsnitz Bahnhofstraße,Zwickau(Sachs)Hbf,1,9,0.06666666666666667,0.037500000000000006
St.Pölten Hbf,Leipzig Hbf,0,11,0.08333333333333333,0.0546875
Zwickau-Pölbitz,Zwickau-Pölbitz,0,0,1.0,1.0
Halle Wohnstadt Nord,Leipzig-Lützschena,0,10,0.09090909090909091,0.0625
Lipova u Sluknova,Dresden Hbf,1,10,0.0625,0.033203125
Coburg,Leipzig Hbf,0,1,0.5,0.484375
Dresden Industriegelände,Dresden Industriegelände,0,0,1.0,1.0
Falkenstein(Vogtl),Plauen(Vogtl) ob Bf,0,7,0.125,0.09765625
Leipzig-Connewitz,Leipzig-Connewitz,0,0,1.0,1.0
Leipzig-Leutzsch,Leipzig-Leutzsch,0,0,1.0,1.0
Gommern,Leipzig Messe,0,7,0.125,0.09765625
Mockrehna,Leipzig Hbf,0,3,0.25,0.2265625
Legnica,Görlitz,0,14,0.06666666666666667,0.037500000000000006
Zwotental,Zwickau(Sachs)Hbf,0,12,0.07692307692307693,0.04807692307692309
Norden,Leipzig/Halle Flughafen,0,17,0.05555555555555555,0.026041666666666664
Weischlitz,Plauen(Vogtl)West,0,0,1.0,1.0
Cossebaude,Dresden-Stetzsch Am Urnenfeld,0,0,1.0,1.0
Rackwitz(Leipzig),Leipzig Messe,0,0,1.0,1.0
Radebeul-Naundorf Friedrich-List-Straße,Dresden-Stetzsch Am Urnenfeld,0,2,0.3333333333333333,0.3125
Marciszow,Görlitz,0,20,0.047619047619047616,0.017857142857142856
Liberec,Dresden-Klotzsche,0,11,0.08333333333333333,0.0546875
Chemnitz Rosenbergstraße,Chemnitz Rosenbergstraße,0,0,1.0,1.0
Frankenstein(Sachs),Chemnitz-Hilbersdorf,0,4,0.2,0.17500000000000002
Mücka,Görlitz,0,3,0.25,0.2265625
Leipzig-Stötteritz,Leipzig-Stötteritz,0,0,1.0,1.0
Waldheim,Chemnitz Hbf,0,3,0.25,0.2265625
Niederwiesa,Chemnitz Hbf,0,0,1.0,1.0
Stuttgart Hbf,Leipzig Hbf,0,4,0.2,0.17500000000000002
Leipzig-Gohlis,Leipzig-Gohlis,0,0,1.0,1.0
Erfurt-Bischleben,Leipzig-Miltitz,0,14,0.06666666666666667,0.037500000000000006
Obervogelgesang,Dresden-Zschachwitz,0,4,0.2,0.17500000000000002
Salzwedel,Leipzig Hbf,0,3,0.25,0.2265625
Jelenia Gora,Görlitz,0,15,0.0625,0.033203125
Wegliniec,Görlitz,0,5,0.16666666666666666,0.140625
Hohenstein-Ernstthal,Chemnitz Hbf,0,0,1.0,1.0
Weißwasser(Oberlausitz),Görlitz,0,5,0.16666666666666666,0.140625
Praha hl.n.,Dresden Hbf,0,4,0.2,0.17500000000000002
Großschönau(Sachs),Görlitz-Weinhübel Joh.-R.-Becher-Straße,0,4,0.2,0.17500000000000002
Dresden-Strehlen,Dresden-Strehlen,0,0,1.0,1.0
Straubing,Leipzig Hbf,0,6,0.14285714285714285,0.11607142857142858
Elsterwerda-Biehla,Hoyerswerda,0,6,0.14285714285714285,0.11607142857142858
Erlabrunn(Erzgeb),Zwickau-Schedewitz,0,15,0.0625,0.033203125
Bautzen,Bautzen,0,0,1.0,1.0
Neukirchen-Wyhra An der Schanze,Leipzig-Connewitz,0,11,0.08333333333333333,0.0546875
Seitschen,Bautzen,0,0,1.0,1.0
Pforzheim Hbf,Leipzig Hbf,0,14,0.06666666666666667,0.037500000000000006
Dresden-Trachau,Dresden-Trachau,0,0,1.0,1.0
Kretscham-Rothensehma,Chemnitz Hbf,1,23,0.034482758620689655,0.004310344827586209
Hohenleuben,Leipzig-Knauthain,0,12,0.07692307692307693,0.04807692307692309
Steinpleis Post,Zwickau(Sachs)Hbf,0,1,0.5,0.484375
Erfurt Hbf,Leipzig Hbf,0,0,1.0,1.0
Treuen,Plauen(Vogtl) ob Bf,0,4,0.2,0.17500000000000002
Peine,Leipzig/Halle Flughafen,0,4,0.2,0.17500000000000002
Plessa,Hoyerswerda,0,5,0.16666666666666666,0.140625
Rebiszow,Görlitz,0,10,0.09090909090909091,0.0625
Lößnitzgrund,Dresden-Trachau,1,2,0.125,0.09765625
Meißen Altstadt,Dresden-Neustadt,0,3,0.25,0.2265625
Altmittweida,Chemnitz Hbf,0,1,0.5,0.484375
Chemnitz Roter Turm,Chemnitz Roter Turm,0,0,1.0,1.0
Oppurg,Leipzig-Knauthain,0,13,0.07142857142857142,0.04241071428571429
Glauchau-Schönbörnchen,Zwickau-Pölbitz,0,2,0.3333333333333333,0.3125
Großpösna,Leipzig-Liebertwolkwitz,0,0,1.0,1.0
Treben-Lehma,Leipzig-Connewitz,0,7,0.125,0.09765625
Chemnitz Bernsbachplatz,Chemnitz Bernsbachplatz,0,0,1.0,1.0
Chemnitz Zentralhaltestelle,Chemnitz Zentralhaltestelle,0,0,1.0,1.0
Oberlichtenau,Chemnitz Kinderwaldstätte,0,0,1.0,1.0
Doberschütz,Leipzig Hbf,0,3,0.25,0.2265625
Weesenstein Gemeindeamt,Dresden-Zschachwitz,1,3,0.1111111111111111,0.08333333333333333
Schwarzenberg-Neuwelt,Zwickau-Schedewitz,0,9,0.1,0.07187500000000001
Kronach,Leipzig Hbf,0,4,0.2,0.17500000000000002
Rödlitz-Hohndorf,Zwickau(Sachs)Hbf,1,6,0.08333333333333333,0.0546875
Düsseldorf Hbf,Leipzig/Halle Flughafen,0,14,0.06666666666666667,0.037500000000000006
Kurort Oberwiesenthal,Chemnitz Hbf,1,27,0.030303030303030304,0.0
Flöha-Plaue,Chemnitz Hbf,0,2,0.3333333333333333,0.3125
Zapfendorf,Leipzig Hbf,0,25,0.038461538461538464,0.008413461538461543
Beilrode,Leipzig Hbf,0,3,0.25,0.2265625
Radeberg,Dresden-Klotzsche,0,0,1.0,1.0
Chemnitz-Hilbersdorf,Chemnitz-Hilbersdorf,0,0,1.0,1.0
Okmiany,Görlitz,0,10,0.09090909090909091,0.0625
Radebeul-Naundorf,Dresden Hbf,0,1,0.5,0.484375
Wuppertal Hbf,Leipzig/Halle Flughafen,0,12,0.07692307692307693,0.04807692307692309
Hainewalde Gemeindeamt,Görlitz-Weinhübel Joh.-R.-Becher-Straße,0,5,0.16666666666666666,0.140625
Krumhermsdorf,Dresden-Zschachwitz,1,13,0.05263157894736842,0.02302631578947368
Hamburg-Altona,Leipzig Hbf,0,7,0.125,0.09765625
Gröbers,Leipzig-Lützschena,0,3,0.25,0.2265625
Velky Senov,Dresden Hbf,1,11,0.058823529411764705,0.029411764705882353
Dippoldiswalde,Dresden-Plauen,1,8,0.07142857142857142,0.04241071428571429
Bülzig,Leipzig Messe,0,13,0.07142857142857142,0.04241071428571429
Zabeltitz,Dresden Hbf,0,5,0.16666666666666666,0.140625
Tanndorf,Leipzig-Engelsdorf,0,6,0.14285714285714285,0.11607142857142858
Wilkau-Haßlau,Zwickau-Schedewitz,0,1,0.5,0.484375
Jahnsdorf(Erzgeb),Chemnitz Friedrichstraße,0,3,0.25,0.2265625
Leer(Ostfriesl),Leipzig/Halle Flughafen,0,14,0.06666666666666667,0.037500000000000006
Friedewald(Kr Dresden)Hp,Dresden-Trachau,1,3,0.1111111111111111,0.08333333333333333
Bamberg,Leipzig Hbf,0,1,0.5,0.484375
Rietschen,Görlitz,0,4,0.2,0.17500000000000002
Köttewitz,Dresden-Zschachwitz,1,2,0.125,0.09765625
Kuty,Dresden Hbf,0,6,0.14285714285714285,0.11607142857142858
Hopfgarten(Weimar),Leipzig-Miltitz,0,13,0.07142857142857142,0.04241071428571429
Gera Süd,Leipzig-Knauthain,0,8,0.1111111111111111,0.08333333333333333
Niederwartha,Dresden-Stetzsch Am Urnenfeld,0,1,0.5,0.484375
Kwieciszowice,Görlitz,0,11,0.08333333333333333,0.0546875
Chojnow,Görlitz,0,12,0.07692307692307693,0.04807692307692309
Boguszow Gorce Wsch.,Görlitz,0,25,0.038461538461538464,0.008413461538461543
Milkowice,Görlitz,0,13,0.07142857142857142,0.04241071428571429
Berbisdorf,Dresden-Trachau,1,8,0.07142857142857142,0.04241071428571429
Neumünster,Leipzig Hbf,0,7,0.125,0.09765625
Landsberg(b. Halle/Saale) Süd,Leipzig Messe,1,3,0.1111111111111111,0.08333333333333333
Ottendorf-Okrilla Nord,Dresden-Klotzsche,0,5,0.16666666666666666,0.140625
Annaberg-Buchholz unterer Bf,Chemnitz Hbf,0,15,0.0625,0.033203125
Rabenau,Dresden-Plauen,1,4,0.1,0.07187500000000001
Breitengüßbach,Leipzig Hbf,0,26,0.037037037037037035,0.006944444444444441
Dürrröhrsdorf,Dresden-Zschachwitz,1,7,0.07692307692307693,0.04807692307692309
Olbersdorf Niederdorf,Görlitz-Weinhübel Joh.-R.-Becher-Straße,1,7,0.07692307692307693,0.04807692307692309
Wülknitz,Chemnitz Hbf,0,13,0.07142857142857142,0.04241071428571429
Holzhau,Chemnitz Hbf,1,12,0.05555555555555555,0.026041666666666664
Plesna(CZ),Plauen(Vogtl)West,0,9,0.1,0.07187500000000001
Leipzig-Thekla,Leipzig-Thekla,0,0,1.0,1.0
Großheringen,Leipzig Hbf,0,5,0.16666666666666666,0.140625
Linz Hbf,Leipzig Hbf,0,10,0.09090909090909091,0.0625
Horni Poustevna,Dresden Hbf,1,7,0.07692307692307693,0.04807692307692309
Ottendorf-Okrilla Hp,Dresden-Klotzsche,0,4,0.2,0.17500000000000002
Uhyst,Hoyerswerda-Neustadt,0,1,0.5,0.484375
Dresden Hbf (Strehlener Str.),Dresden Hbf (Strehlener Str.),0,0,1.0,1.0
Hannover Hbf,Leipzig/Halle Flughafen,0,4,0.2,0.17500000000000002
Schöneck(Vogtl),Zwickau(Sachs)Hbf,0,10,0.09090909090909091,0.0625
Hochstadt-Marktzeuln,Leipzig Hbf,0,20,0.047619047619047616,0.017857142857142856
Bily Kostel nad Nisou,Dresden-Klotzsche,0,11,0.08333333333333333,0.0546875
Breternitz,Leipzig Hbf,0,9,0.1,0.07187500000000001
Pockau-Lengefeld,Chemnitz Hbf,0,10,0.09090909090909091,0.0625
Usti nad Labem hl.n.,Dresden Hbf,0,2,0.3333333333333333,0.3125
Spremberg,Görlitz,1,7,0.07692307692307693,0.04807692307692309
Wolfen(Bitterfeld),Leipzig Messe,0,2,0.3333333333333333,0.3125
Lichtenfels,Leipzig Hbf,0,5,0.16666666666666666,0.140625
Kurort Oybin-Niederdorf,Görlitz-Weinhübel Joh.-R.-Becher-Straße,1,10,0.0625,0.033203125
Chemnitz-Borna Hp,Chemnitz-Borna Hp,0,0,1.0,1.0
Chemnitz Altchemnitzer Straße,Chemnitz Altchemnitzer Straße,0,0,1.0,1.0
Stenn,Zwickau(Sachs)Hbf,0,0,1.0,1.0
Schwäbisch Gmünd,Leipzig Hbf,0,9,0.1,0.07187500000000001
Eberswalde Hbf,Leipzig Hbf,0,4,0.2,0.17500000000000002
Waldkirchen(Erzgeb),Chemnitz Hbf,0,6,0.14285714285714285,0.11607142857142858
Greifswald,Leipzig Hbf,0,10,0.09090909090909091,0.0625
Geising,Dresden-Zschachwitz,1,13,0.05263157894736842,0.02302631578947368
Bergen auf Rügen,Leipzig Hbf,0,12,0.07692307692307693,0.04807692307692309
Leipzig Markt,Leipzig Markt,0,0,1.0,1.0
Leipzig-Liebertwolkwitz,Leipzig-Liebertwolkwitz,0,0,1.0,1.0
Krölpa-Ranis,Leipzig-Knauthain,0,18,0.05263157894736842,0.02302631578947368
Triebes,Leipzig-Knauthain,0,13,0.07142857142857142,0.04241071428571429
Görlitz,Görlitz,0,0,1.0,1.0
Großdeuben,Leipzig-Connewitz,0,3,0.25,0.2265625
Leipzig Olbrichtstraße,Leipzig Olbrichtstraße,0,0,1.0,1.0
Angermünde,Leipzig Hbf,0,5,0.16666666666666666,0.140625
Chemnitz Uhlestraße,Chemnitz Uhlestraße,0,0,1.0,1.0
Wünschendorf,Plauen(Vogtl) Mitte,0,8,0.1111111111111111,0.08333333333333333
Ulbersdorf,Dresden Hbf,1,2,0.125,0.09765625
Porschdorf (Kr. Pirna)  Straße zum Bahnhof,Dresden Hbf,1,2,0.125,0.09765625
