station,target,changes,stops,route_score,route_score_scaled
Zareba,Görlitz,0,4,0.2,0.1724137931034483
Ortrand,Großenhain Cottb Bf,0,1,0.5,0.4827586206896552
Otterwisch,Leipzig-Liebertwolkwitz,0,3,0.25,0.22413793103448276
Lübs(Magdeburg),Delitzsch unt Bf,0,7,0.125,0.09482758620689656
Voigtsgrün,Rodewisch,0,2,0.3333333333333333,0.3103448275862069
Unterneudorf,Annaberg-Buchholz Süd,1,2,0.125,0.09482758620689656
Pulsnitz Süd,Radeberg,0,2,0.3333333333333333,0.3103448275862069
Regis-Breitingen,Markkleeberg,0,4,0.2,0.1724137931034483
Rathmannsdorf(Kr Pirna),Dresden Hbf,1,1,0.14285714285714285,0.11330049261083745
Pfaffenhain,Stollberg Schlachthofstraße,0,1,0.5,0.4827586206896552
Neuoelsnitz,Oelsnitz Bahnhofstraße,0,1,0.5,0.4827586206896552
Dornburg(Saale),Leipzig Hbf,0,3,0.25,0.22413793103448276
Redwitz(Rodach),Leipzig Hbf,0,19,0.05,0.017241379310344834
Oberschlottwitz,Dresden-Zschachwitz,1,7,0.07692307692307693,0.04509283819628648
Passau Hbf,Leipzig Hbf,0,8,0.1111111111111111,0.08045977011494253
Ulbersdorf Almenhof,Dresden Hbf,1,3,0.1111111111111111,0.08045977011494253
Wien Hbf,Dresden Hbf,0,6,0.14285714285714285,0.11330049261083745
Niederwürschnitz,Stollberg Schlachthofstraße,0,0,1.0,1.0
Ostrau,Döbeln Hbf,0,1,0.5,0.4827586206896552
Witzschdorf,Chemnitz Hbf,0,5,0.16666666666666666,0.13793103448275862
Sebnitz(Sachs),Pirna-Copitz Nord,0,8,0.1111111111111111,0.08045977011494253
Breclav,Dresden Hbf,0,5,0.16666666666666666,0.13793103448275862
Weimar,Leipzig Hbf,0,8,0.1111111111111111,0.08045977011494253
"Mehltheuer Schleizer Str., Rosenbach/Vogtl.",Plauen(Vogtl) ob Bf (Busbahnhof),0,1,0.5,0.4827586206896552
Gotha,Leipzig Hbf,0,1,0.5,0.4827586206896552
Bischheim-Gersdorf,Kamenz(Sachs),0,0,1.0,1.0
Olbernhau-Grünthal,Chemnitz Hbf,0,15,0.0625,0.030172413793103453
Zebrzydowa,Görlitz,0,7,0.125,0.09482758620689656
Ruhland,Großenhain Cottb Bf,0,2,0.3333333333333333,0.3103448275862069
Nagymaros-Visegrad,Dresden Hbf,0,11,0.08333333333333333,0.05172413793103449
Großkorbetha,Leipzig-Miltitz,0,4,0.2,0.1724137931034483
Kapfenberg,Dresden Hbf,0,11,0.08333333333333333,0.05172413793103449
Gröditz(Riesa),Riesa,0,3,0.25,0.22413793103448276
Dessau Süd,Delitzsch unt Bf,0,3,0.25,0.22413793103448276
Braunschweig Hbf,Leipzig/Halle Flughafen,0,3,0.25,0.22413793103448276
Ebersbrunn,Zwickau(Sachs)Hbf,0,1,0.5,0.4827586206896552
Niederpöllnitz,Leipzig-Knauthain,0,10,0.09090909090909091,0.059561128526645774
Oberrothenbach,Zwickau-Pölbitz,0,0,1.0,1.0
Heidenau,Dresden-Zschachwitz,0,0,1.0,1.0
Krippen,Pirna,0,5,0.16666666666666666,0.13793103448275862
Pirna-Copitz Nord,Pirna-Copitz Nord,0,0,1.0,1.0
Döbeln Hbf,Döbeln Hbf,0,0,1.0,1.0
Leipzig-Holzhausen,Leipzig-Holzhausen,0,0,1.0,1.0
Schmölln(Ol),Radeberg,0,2,0.3333333333333333,0.3103448275862069
Dresden-Stetzsch Am Urnenfeld,Dresden-Stetzsch Am Urnenfeld,0,0,1.0,1.0
Herford,Leipzig/Halle Flughafen,0,6,0.14285714285714285,0.11330049261083745
Heidenau Süd,Pirna,0,1,0.5,0.4827586206896552
Kraslice-Pod vlekem,Falkenstein(Vogtl),1,6,0.08333333333333333,0.05172413793103449
München Hbf,Leipzig Hbf,0,3,0.25,0.22413793103448276
Gößnitz,Crimmitschau,0,0,1.0,1.0
Delitzsch ob Bf,Delitzsch ob Bf,0,0,1.0,1.0
Stara Kamienica,Görlitz,0,12,0.07692307692307693,0.04509283819628648
Trzcinsko,Görlitz,0,17,0.05555555555555555,0.022988505747126436
Jößnitz,Plauen(Vogtl) ob Bf,0,0,1.0,1.0
Schweinsburg-Culten,Crimmitschau,0,0,1.0,1.0
Rodewisch,Rodewisch,0,0,1.0,1.0
Elsterberg,Plauen(Vogtl) Mitte,0,3,0.25,0.22413793103448276
Niederschlag,Annaberg-Buchholz Süd,1,6,0.08333333333333333,0.05172413793103449
Weißenfels,Leipzig Hbf,0,0,1.0,1.0
Ulm Hbf,Leipzig Hbf,0,5,0.16666666666666666,0.13793103448275862
Hoyerswerda-Neustadt,Hoyerswerda-Neustadt,0,0,1.0,1.0
Kühren,Wurzen,0,0,1.0,1.0
Gersdorf(Görlitz),Reichenbach(Oberlausitz),0,0,1.0,1.0
Zwickau Zentrum,Zwickau Zentrum,0,0,1.0,1.0
Grimma ob Bf,Grimma ob Bf,0,0,1.0,1.0
Mühlacker,Leipzig Hbf,0,13,0.07142857142857142,0.0394088669950739
Kleinschirma,Freiberg(Sachs),0,0,1.0,1.0
Dresden Flughafen,Dresden Flughafen,0,0,1.0,1.0
Waren(Müritz),Dresden-Neustadt,0,5,0.16666666666666666,0.13793103448275862
Neuhausen(Cottbus),Weißwasser(Oberlausitz),0,3,0.25,0.22413793103448276
Kürbitz,Plauen(Vogtl) Mitte,0,0,1.0,1.0
Breitendorf,Löbau(Sachs),0,0,1.0,1.0
Norddeich Mole,Leipzig/Halle Flughafen,0,19,0.05,0.017241379310344834
Leipzig Allee-Center,Leipzig Allee-Center,0,0,1.0,1.0
Horka,Görlitz,0,1,0.5,0.4827586206896552
Westerstede-Ocholt,Leipzig/Halle Flughafen,0,12,0.07692307692307693,0.04509283819628648
Nienburg(Weser),Leipzig/Halle Flughafen,0,5,0.16666666666666666,0.13793103448275862
Neugersdorf,Zittau,0,1,0.5,0.4827586206896552
Dieskau,Schkeuditz West,0,2,0.3333333333333333,0.3103448275862069
Zagajnik,Görlitz,0,6,0.14285714285714285,0.11330049261083745
Karlsruhe Hbf,Leipzig Hbf,0,15,0.0625,0.030172413793103453
Sturovo,Dresden Hbf,0,9,0.1,0.06896551724137932
Vac,Dresden Hbf,0,12,0.07692307692307693,0.04509283819628648
Kleinröhrsdorf,Radeberg,0,0,1.0,1.0
Lichtentanne(Sachs),Zwickau(Sachs)Hbf,0,0,1.0,1.0
Buschmühle,Dippoldiswalde,0,4,0.2,0.1724137931034483
Malter,Dippoldiswalde,0,0,1.0,1.0
Riesa,Riesa,0,0,1.0,1.0
Spechtritz,Freital-Coßmannsdorf,0,1,0.5,0.4827586206896552
Neusörnewitz,Coswig(b Dresden),0,0,1.0,1.0
Karlsruhe-Durlach,Leipzig Hbf,0,15,0.0625,0.030172413793103453
Erlau(Sachs),Mittweida,0,0,1.0,1.0
Köthen,Leipzig/Halle Flughafen,0,1,0.5,0.4827586206896552
Radebeul Ost,Radebeul Ost,0,0,1.0,1.0
Jüterbog,Delitzsch unt Bf,0,14,0.06666666666666667,0.034482758620689655
Zittau Süd,Zittau Süd,0,0,1.0,1.0
Profen,Leipzig-Knauthain,0,2,0.3333333333333333,0.3103448275862069
Rehfeld(Falkenberg),Torgau,0,1,0.5,0.4827586206896552
Dolni Poustevna,Dresden Hbf,1,6,0.08333333333333333,0.05172413793103449
Frankenberg(Sachs) Süd,Chemnitz-Hilbersdorf,0,2,0.3333333333333333,0.3103448275862069
Hohenfichte,Chemnitz Hbf,0,4,0.2,0.1724137931034483
Calau(Nl),Torgau,0,4,0.2,0.1724137931034483
Erla,Schwarzenberg Hp,0,0,1.0,1.0
Cranzahl,Annaberg-Buchholz Süd,0,1,0.5,0.4827586206896552
Dresden-Neustadt,Dresden-Neustadt,0,0,1.0,1.0
Augustfehn,Leipzig/Halle Flughafen,0,13,0.07142857142857142,0.0394088669950739
Radebeul-Weintraube,Radebeul-Weintraube,0,0,1.0,1.0
Leipzig-Mölkau,Leipzig-Mölkau,0,0,1.0,1.0
Mosel,Glauchau-Schönbörnchen,0,0,1.0,1.0
Seifhennersdorf Zollstraße,Zittau,0,3,0.25,0.22413793103448276
Adorf(Vogtl),Oelsnitz(Vogtl),0,1,0.5,0.4827586206896552
Decin hl.n.,Dresden Hbf,0,1,0.5,0.4827586206896552
Solingen Hbf,Leipzig/Halle Flughafen,0,13,0.07142857142857142,0.0394088669950739
Eibau,Zittau,0,4,0.2,0.1724137931034483
Gera-Zwötzen,Plauen(Vogtl) Mitte,0,9,0.1,0.06896551724137932
Wittgensdorf Mitte,Chemnitz-Borna Hp,0,0,1.0,1.0
Naunhof,Grimma ob Bf,0,1,0.5,0.4827586206896552
Wilthen,Radeberg,0,3,0.25,0.22413793103448276
Priestewitz,Großenhain Cottb Bf,0,0,1.0,1.0
Regensburg Hbf,Leipzig Hbf,0,5,0.16666666666666666,0.13793103448275862
Weesenstein,Dresden-Zschachwitz,1,3,0.1111111111111111,0.08045977011494253
Prödel,Delitzsch unt Bf,0,7,0.125,0.09482758620689656
Kurort Kipsdorf,Dippoldiswalde,0,5,0.16666666666666666,0.13793103448275862
Halle Steintorbrücke,Schkeuditz West,0,5,0.16666666666666666,0.13793103448275862
Probstzella,Leipzig Hbf,0,11,0.08333333333333333,0.05172413793103449
Verden(Aller),Leipzig/Halle Flughafen,0,6,0.14285714285714285,0.11330049261083745
Osetnica,Görlitz,0,11,0.08333333333333333,0.05172413793103449
Laußnitz,Dresden-Klotzsche,0,6,0.14285714285714285,0.11330049261083745
Schkeuditz,Schkeuditz,0,0,1.0,1.0
Jelenia Gora Zabobrze,Görlitz,0,14,0.06666666666666667,0.034482758620689655
Doberlug-Kirchhain,Dresden-Neustadt,0,1,0.5,0.4827586206896552
Wiener Neustadt Hbf,Dresden Hbf,0,8,0.1111111111111111,0.08045977011494253
Hamm(Westf)Hbf,Leipzig/Halle Flughafen,0,9,0.1,0.06896551724137932
Greiz-Dölau,Plauen(Vogtl) Mitte,0,4,0.2,0.1724137931034483
Machern(Sachs),Wurzen,0,2,0.3333333333333333,0.3103448275862069
Berthelsdorf(Erzgeb),Freiberg(Sachs),0,0,1.0,1.0
Ostseebad Binz,Leipzig Hbf,0,13,0.07142857142857142,0.0394088669950739
Halle(Saale)Hbf,Leipzig/Halle Flughafen,0,0,1.0,1.0
Steina,Döbeln Hbf,0,1,0.5,0.4827586206896552
Neuses(b Kronach),Leipzig Hbf,0,17,0.05555555555555555,0.022988505747126436
Radis,Delitzsch unt Bf,0,5,0.16666666666666666,0.13793103448275862
Scharfenstein,Annaberg-Buchholz unterer Bf,0,4,0.2,0.1724137931034483
Marke,Delitzsch unt Bf,0,4,0.2,0.1724137931034483
Werdau Nord,Werdau Nord,0,0,1.0,1.0
Chemnitz Erdmannsdorfer Straße,Chemnitz Erdmannsdorfer Straße,0,0,1.0,1.0
Gerichshain,Leipzig-Engelsdorf,0,1,0.5,0.4827586206896552
Lauchhammer,Hoyerswerda,0,4,0.2,0.1724137931034483
Dresden-Dobritz,Dresden-Dobritz,0,0,1.0,1.0
Schwarzenberg Hp,Schwarzenberg Hp,0,0,1.0,1.0
Bielefeld Hbf,Leipzig/Halle Flughafen,0,7,0.125,0.09482758620689656
Zwenkau-Großdalzig,Leipzig-Knauthain,0,0,1.0,1.0
Lengenfeld(Vogtl),Rodewisch,0,0,1.0,1.0
Pulsnitz,Kamenz(Sachs),0,1,0.5,0.4827586206896552
Könitz(Thür),Leipzig-Knauthain,0,14,0.06666666666666667,0.034482758620689655
Emden Hbf,Leipzig/Halle Flughafen,0,15,0.0625,0.030172413793103453
Rudolstadt-Schwarza,Leipzig Hbf,0,7,0.125,0.09482758620689656
Seebergen,Leipzig-Miltitz,0,16,0.058823529411764705,0.026369168356997978
Leipzig Bayerischer Bahnhof,Leipzig Bayerischer Bahnhof,0,0,1.0,1.0
Weinböhla Hp,Coswig(b Dresden),0,0,1.0,1.0
Erdmannsdorf-Augustusburg,Chemnitz Hbf,0,3,0.25,0.22413793103448276
Leipzig Karlsruher Str,Leipzig Karlsruher Str,0,0,1.0,1.0
Irfersgrün,Rodewisch,0,1,0.5,0.4827586206896552
Tharandt,Freital-Hainsberg West,0,0,1.0,1.0
Uelzen,Leipzig Hbf,0,6,0.14285714285714285,0.11330049261083745
Annaberg-Buchholz Süd,Annaberg-Buchholz Süd,0,0,1.0,1.0
Seerhausen,Riesa,0,0,1.0,1.0
Böhlen(Leipzig),Markkleeberg,0,0,1.0,1.0
Zwota,Falkenstein(Vogtl),1,4,0.1,0.06896551724137932
Lutherstadt Wittenberg Hbf,Leipzig Hbf,0,0,1.0,1.0
Kurort Jonsdorf,Zittau Vorstadt,0,4,0.2,0.1724137931034483
Wiesenburg(Sachs),Bad Schlema,0,2,0.3333333333333333,0.3103448275862069
Petershain,Niesky,0,0,1.0,1.0
Cheb,Oelsnitz(Vogtl),0,11,0.08333333333333333,0.05172413793103449
Aue(Sachs),Aue(Sachs),0,0,1.0,1.0
Unterwellenborn,Leipzig-Knauthain,0,14,0.06666666666666667,0.034482758620689655
Elsterberg-Kunstseidenwerk,Plauen(Vogtl) Mitte,0,2,0.3333333333333333,0.3103448275862069
Freital-Coßmannsdorf,Freital-Coßmannsdorf,0,0,1.0,1.0
Klingenthal,Falkenstein(Vogtl),1,5,0.09090909090909091,0.059561128526645774
Lauterbach-Steinbach,Leipzig-Liebertwolkwitz,0,4,0.2,0.1724137931034483
Holzhau Skilift,Freiberg(Sachs),0,9,0.1,0.06896551724137932
Westewitz-Hochweitzschen,Döbeln Hbf,0,0,1.0,1.0
Großbothen,Grimma ob Bf,0,0,1.0,1.0
Dresden-Kemnitz Zschonergrundstraße,Dresden-Kemnitz Zschonergrundstraße,0,0,1.0,1.0
Ottendorf-Okrilla Süd,Dresden-Klotzsche,0,3,0.25,0.22413793103448276
Krensitz,Delitzsch ob Bf,0,1,0.5,0.4827586206896552
Hirschaid,Leipzig Hbf,0,28,0.034482758620689655,0.0011890606420927458
Floßmühle,Chemnitz Hbf,0,7,0.125,0.09482758620689656
Amtshainersdorf,Dresden Hbf,1,4,0.1,0.06896551724137932
Vojtanov,Oelsnitz(Vogtl),0,7,0.125,0.09482758620689656
Coswig(b Dresden),Coswig(b Dresden),0,0,1.0,1.0
Petersroda,Delitzsch unt Bf,0,0,1.0,1.0
Grünhainichen-Borstendorf,Chemnitz Hbf,0,6,0.14285714285714285,0.11330049261083745
Tiefenau,Riesa,0,2,0.3333333333333333,0.3103448275862069
Zgorzelec,Görlitz,0,0,1.0,1.0
Mlynsko,Görlitz,0,9,0.1,0.06896551724137932
Hradek nad Nisou,Zittau,0,0,1.0,1.0
Lichtenstein Gewerbegebiet,Lichtenstein Gewerbegebiet,0,0,1.0,1.0
Decin-Prostredni Zleb,Dresden Hbf,1,3,0.1111111111111111,0.08045977011494253
Küps,Leipzig Hbf,0,18,0.05263157894736842,0.019963702359346643
Prösen,Riesa,0,4,0.2,0.1724137931034483
Wurzen,Wurzen,0,0,1.0,1.0
Chemnitz Stadlerplatz,Chemnitz Stadlerplatz,0,0,1.0,1.0
Velky Senov zast.,Dresden Hbf,1,12,0.05555555555555555,0.022988505747126436
Plauen(Vogtl)West,Plauen(Vogtl)West,0,0,1.0,1.0
Chemnitz Bruno-Salzer-Straße,Chemnitz Bruno-Salzer-Straße,0,0,1.0,1.0
